banner_id,banner_type,name,type,rarity,count,guaranteed_pull_count
200001,Standard,ororon,character,4,119227,0
200001,Standard,primordial_jade_winged-spear,weapon,5,326517,0
200001,Standard,qiqi,character,5,541564,0
200001,Standard,rainslasher,weapon,4,1541884,0
200001,Standard,razor,character,4,1031792,0
200001,Standard,rosaria,character,4,984215,0
200001,Standard,rust,weapon,4,1541086,0
200001,Standard,sacrificial_bow,weapon,4,1540061,0
200001,Standard,sacrificial_fragments,weapon,4,1541941,0
200001,Standard,sacrificial_greatsword,weapon,4,1540292,0
200001,Standard,sacrificial_sword,weapon,4,1542512,0
200001,Standard,sayu,character,4,802205,0
200001,Standard,sethos,character,4,174021,0
200001,Standard,shikanoin_heizou,character,4,420235,0
200001,Standard,skyward_atlas,weapon,5,321579,0
200001,Standard,skyward_blade,weapon,5,322560,0
200001,Standard,skyward_harp,weapon,5,324554,0
200001,Standard,skyward_pride,weapon,5,322493,0
200001,Standard,skyward_spine,weapon,5,322689,0
200001,Standard,sucrose,character,4,1031070,0
200001,Standard,the_bell,weapon,4,1538035,0
200001,Standard,the_flute,weapon,4,1540474,0
200001,Standard,the_stringless,weapon,4,1540319,0
200001,Standard,the_widsith,weapon,4,1542288,0
200001,Standard,thoma,character,4,642828,0
200001,Standard,tighnari,character,5,263047,0
200001,Standard,wolfs_gravestone,weapon,5,324666,0
200001,Standard,xiangling,character,4,1032680,0
200001,Standard,xingqiu,character,4,1032519,0
200001,Standard,xinyan,character,4,1026266,0
200001,Standard,yanfei,character,4,935618,0
200001,Standard,yaoyao,character,4,332645,0
200001,Standard,yun_jin,character,4,549869,0
300009,Character Event,keqing,character,5,1823,2
300009,Character Event,hu_tao,character,5,19125,8037
300009,Character Event,mona,character,5,1873,3
300009,Character Event,qiqi,character,5,1876,1
300009,Character Event,jean,character,5,1886,0
300009,Character Event,diluc,character,5,1868,2
300010,Character Event,jean,character,5,3461,5
300010,Character Event,keqing,character,5,3532,2
300010,Character Event,mona,character,5,3544,5
300010,Character Event,qiqi,character,5,3567,2
300010,Character Event,venti,character,5,34416,15508
300010,Character Event,diluc,character,5,3582,3
300011,Character Event,jean,character,5,5438,7
300011,Character Event,keqing,character,5,5372,3
300011,Character Event,rosaria,character,4,160188,160188
300011,Character Event,mona,character,5,5609,4
300011,Character Event,qiqi,character,5,5269,2
300011,Character Event,diluc,character,5,5473,2
300011,Character Event,tartaglia,character,5,47426,19480
300012,Character Event,diluc,character,5,10591,8
300012,Character Event,diona,character,4,288664,215087
300012,Character Event,jean,character,5,10650,6
300012,Character Event,keqing,character,5,10535,8
300012,Character Event,mona,character,5,10518,10
300012,Character Event,noelle,character,4,288640,214939
300012,Character Event,qiqi,character,5,10376,9
300012,Character Event,yanfei,character,4,285529,214549
300012,Character Event,zhongli,character,5,101479,46550
300013,Character Event,jean,character,5,11047,11
300013,Character Event,keqing,character,5,10825,10
300013,Character Event,mona,character,5,11135,7
300013,Character Event,qiqi,character,5,11053,11
300013,Character Event,eula,character,5,106000,48090
300013,Character Event,xingqiu,character,4,296152,167836
300013,Character Event,xinyan,character,4,295612,167458
300013,Character Event,diluc,character,5,10960,12
300013,Character Event,beidou,character,4,295845,167152
300014,Character Event,barbara,character,4,312176,147024
300014,Character Event,diluc,character,5,11744,13
300014,Character Event,fischl,character,4,312254,146096
300014,Character Event,jean,character,5,11341,7
300014,Character Event,keqing,character,5,11510,13
300014,Character Event,klee,character,5,100603,42090
300014,Character Event,mona,character,5,11361,13
300014,Character Event,qiqi,character,5,11215,11
300014,Character Event,sucrose,character,4,313214,147070
300015,Character Event,bennett,character,4,648627,307388
300015,Character Event,diluc,character,5,23434,26
300015,Character Event,jean,character,5,23151,18
300015,Character Event,kaedehara_kazuha,character,5,229353,106802
300015,Character Event,keqing,character,5,23381,22
300015,Character Event,mona,character,5,23572,19
300015,Character Event,qiqi,character,5,22991,22
300015,Character Event,razor,character,4,648691,307379
300015,Character Event,rosaria,character,4,649990,308371
300016,Character Event,chongyun,character,4,748687,368739
300016,Character Event,diluc,character,5,28351,36
300016,Character Event,jean,character,5,28100,21
300016,Character Event,kamisato_ayaka,character,5,281833,131570
300016,Character Event,keqing,character,5,27947,35
300016,Character Event,mona,character,5,27734,26
300016,Character Event,ningguang,character,4,748616,368618
300016,Character Event,qiqi,character,5,28067,23
300016,Character Event,yanfei,character,4,751073,370736
300017,Character Event,barbara,character,4,4954,0
300017,Character Event,beidou,character,4,4949,0
300017,Character Event,bennett,character,4,4904,0
300017,Character Event,chongyun,character,4,5111,0
300017,Character Event,diluc,character,5,18413,9
300017,Character Event,diona,character,4,562112,281780
300017,Character Event,dragons_bane,weapon,4,19719,3
300017,Character Event,eye_of_perception,weapon,4,19700,1
300017,Character Event,favonius_codex,weapon,4,19583,3
300017,Character Event,favonius_greatsword,weapon,4,19509,0
300017,Character Event,favonius_lance,weapon,4,19466,0
300017,Character Event,favonius_sword,weapon,4,19240,2
300017,Character Event,favonius_warbow,weapon,4,19224,1
300017,Character Event,fischl,character,4,4918,0
300017,Character Event,jean,character,5,18245,13
300017,Character Event,keqing,character,5,18569,9
300017,Character Event,lions_roar,weapon,4,19368,0
300017,Character Event,mona,character,5,18526,10
300017,Character Event,ningguang,character,4,4876,1
300017,Character Event,noelle,character,4,4998,1
300017,Character Event,qiqi,character,5,18195,14
300017,Character Event,rainslasher,weapon,4,19543,1
300017,Character Event,razor,character,4,4997,1
300017,Character Event,rosaria,character,4,4977,0
300017,Character Event,rust,weapon,4,19543,3
300017,Character Event,sacrificial_bow,weapon,4,19370,0
300017,Character Event,sacrificial_fragments,weapon,4,19594,0
300017,Character Event,sacrificial_greatsword,weapon,4,19661,0
300017,Character Event,sacrificial_sword,weapon,4,19181,1
300017,Character Event,sayu,character,4,561837,281783
300017,Character Event,sucrose,character,4,4889,0
300017,Character Event,the_bell,weapon,4,19699,0
300017,Character Event,the_flute,weapon,4,19545,0
300017,Character Event,the_stringless,weapon,4,19080,0
300017,Character Event,the_widsith,weapon,4,19615,1
300017,Character Event,xiangling,character,4,5012,0
300017,Character Event,xingqiu,character,4,5062,1
300017,Character Event,xinyan,character,4,562364,282071
300017,Character Event,yanfei,character,4,4985,0
300017,Character Event,yoimiya,character,5,166934,70167
300018,Character Event,barbara,character,4,16609,1
300018,Character Event,beidou,character,4,16660,9
300018,Character Event,bennett,character,4,16999,5
300018,Character Event,chongyun,character,4,16848,44
300018,Character Event,diluc,character,5,53004,16
300018,Character Event,diona,character,4,16557,3
300018,Character Event,dragons_bane,weapon,4,72671,15
300018,Character Event,eye_of_perception,weapon,4,72052,21
300018,Character Event,favonius_codex,weapon,4,72762,14
300018,Character Event,favonius_greatsword,weapon,4,72287,18
300018,Character Event,favonius_lance,weapon,4,72719,16
300018,Character Event,favonius_sword,weapon,4,72450,19
300018,Character Event,favonius_warbow,weapon,4,72746,13
300018,Character Event,fischl,character,4,16523,1
300018,Character Event,jean,character,5,52052,16
300018,Character Event,keqing,character,5,52424,14
300018,Character Event,kujou_sara,character,4,1381673,684165
300018,Character Event,lions_roar,weapon,4,72727,22
300018,Character Event,mona,character,5,51841,14
300018,Character Event,ningguang,character,4,16789,33
300018,Character Event,noelle,character,4,16804,2
300018,Character Event,qiqi,character,5,52031,22
300018,Character Event,raiden_shogun,character,5,547531,268656
300018,Character Event,rainslasher,weapon,4,72479,19
300018,Character Event,razor,character,4,16637,1
300018,Character Event,rosaria,character,4,16648,4
300018,Character Event,rust,weapon,4,73117,15
300018,Character Event,sacrificial_bow,weapon,4,72830,15
300018,Character Event,sacrificial_fragments,weapon,4,72636,11
300018,Character Event,sacrificial_greatsword,weapon,4,71974,18
300018,Character Event,sacrificial_sword,weapon,4,72909,11
300018,Character Event,sayu,character,4,16793,5
300018,Character Event,sucrose,character,4,1380228,684043
300018,Character Event,the_bell,weapon,4,72438,15
300018,Character Event,the_flute,weapon,4,72601,19
300018,Character Event,the_stringless,weapon,4,73003,7
300018,Character Event,the_widsith,weapon,4,72767,17
300018,Character Event,xiangling,character,4,1378396,683135
300018,Character Event,xingqiu,character,4,16590,3
300018,Character Event,xinyan,character,4,16516,5
300018,Character Event,yanfei,character,4,16990,27
300019,Character Event,barbara,character,4,12472,12
300019,Character Event,beidou,character,4,711341,354065
300019,Character Event,bennett,character,4,12665,26
300019,Character Event,chongyun,character,4,13749,830
300019,Character Event,diluc,character,5,25743,47
300019,Character Event,diona,character,4,12849,14
300019,Character Event,dragons_bane,weapon,4,50319,56
300019,Character Event,eye_of_perception,weapon,4,49712,56
300019,Character Event,favonius_codex,weapon,4,50536,45
300019,Character Event,favonius_greatsword,weapon,4,50122,57
300019,Character Event,favonius_lance,weapon,4,50252,53
300019,Character Event,favonius_sword,weapon,4,50310,53
300019,Character Event,favonius_warbow,weapon,4,50111,62
300019,Character Event,fischl,character,4,12609,7
300019,Character Event,jean,character,5,25224,35
300019,Character Event,keqing,character,5,25496,49
300019,Character Event,kujou_sara,character,4,10,10
300019,Character Event,lions_roar,weapon,4,50308,55
300019,Character Event,mona,character,5,25466,30
300019,Character Event,ningguang,character,4,13729,825
300019,Character Event,noelle,character,4,12741,22
300019,Character Event,qiqi,character,5,24976,45
300019,Character Event,rainslasher,weapon,4,50607,53
300019,Character Event,razor,character,4,12544,10
300019,Character Event,rosaria,character,4,708986,351912
300019,Character Event,rust,weapon,4,50826,59
300019,Character Event,sacrificial_bow,weapon,4,50597,53
300019,Character Event,sacrificial_fragments,weapon,4,50178,53
300019,Character Event,sacrificial_greatsword,weapon,4,50464,45
300019,Character Event,sacrificial_sword,weapon,4,50325,55
300019,Character Event,sangonomiya_kokomi,character,5,211348,78496
300019,Character Event,sayu,character,4,12768,17
300019,Character Event,sucrose,character,4,12734,15
300019,Character Event,the_bell,weapon,4,50438,45
300019,Character Event,the_flute,weapon,4,50514,62
300019,Character Event,the_stringless,weapon,4,50748,46
300019,Character Event,the_widsith,weapon,4,50452,45
300019,Character Event,xiangling,character,4,12502,17
300019,Character Event,xingqiu,character,4,711893,352896
300019,Character Event,xinyan,character,4,12661,7
300019,Character Event,yanfei,character,4,13723,856
300019,Character Event,yun_jin,character,4,3,3
300020,Character Event,barbara,character,4,10875,14
300020,Character Event,beidou,character,4,10803,9
300020,Character Event,bennett,character,4,11018,50
300020,Character Event,chongyun,character,4,660087,327892
300020,Character Event,diluc,character,5,26276,37
300020,Character Event,diona,character,4,10644,8
300020,Character Event,dragons_bane,weapon,4,47035,38
300020,Character Event,eye_of_perception,weapon,4,47170,48
300020,Character Event,favonius_codex,weapon,4,47149,45
300020,Character Event,favonius_greatsword,weapon,4,46951,45
300020,Character Event,favonius_lance,weapon,4,47263,46
300020,Character Event,favonius_sword,weapon,4,46587,60
300020,Character Event,favonius_warbow,weapon,4,46555,44
300020,Character Event,fischl,character,4,10753,15
300020,Character Event,jean,character,5,26466,28
300020,Character Event,keqing,character,5,26126,25
300020,Character Event,kujou_sara,character,4,10788,17
300020,Character Event,lions_roar,weapon,4,46858,44
300020,Character Event,mona,character,5,25902,38
300020,Character Event,ningguang,character,4,663288,329245
300020,Character Event,noelle,character,4,10681,44
300020,Character Event,qiqi,character,5,26175,34
300020,Character Event,rainslasher,weapon,4,46987,53
300020,Character Event,razor,character,4,10963,10
300020,Character Event,rosaria,character,4,10972,38
300020,Character Event,rust,weapon,4,47039,36
300020,Character Event,sacrificial_bow,weapon,4,46847,41
300020,Character Event,sacrificial_fragments,weapon,4,46477,50
300020,Character Event,sacrificial_greatsword,weapon,4,47176,44
300020,Character Event,sacrificial_sword,weapon,4,46857,46
300020,Character Event,sayu,character,4,10962,7
300020,Character Event,sucrose,character,4,10732,10
300020,Character Event,tartaglia,character,5,248321,111296
300020,Character Event,the_bell,weapon,4,47145,41
300020,Character Event,the_flute,weapon,4,47227,44
300020,Character Event,the_stringless,weapon,4,46615,43
300020,Character Event,the_widsith,weapon,4,47299,45
300020,Character Event,xiangling,character,4,10676,11
300020,Character Event,xingqiu,character,4,10741,7
300020,Character Event,xinyan,character,4,10776,11
300020,Character Event,yanfei,character,4,660754,328323
300020,Character Event,yun_jin,character,4,2,2
300021,Character Event,barbara,character,4,21581,22
300021,Character Event,beidou,character,4,21404,21
300021,Character Event,bennett,character,4,22943,1287
300021,Character Event,chongyun,character,4,21639,86
300021,Character Event,diluc,character,5,52797,110
300021,Character Event,diona,character,4,1424799,709828
300021,Character Event,dragons_bane,weapon,4,101314,107
300021,Character Event,eye_of_perception,weapon,4,100875,107
300021,Character Event,favonius_codex,weapon,4,100858,100
300021,Character Event,favonius_greatsword,weapon,4,101275,85
300021,Character Event,favonius_lance,weapon,4,101092,98
300021,Character Event,favonius_sword,weapon,4,101449,110
300021,Character Event,favonius_warbow,weapon,4,101000,102
300021,Character Event,fischl,character,4,21291,19
300021,Character Event,gorou,character,4,1,1
300021,Character Event,hu_tao,character,5,546489,263407
300021,Character Event,jean,character,5,52787,112
300021,Character Event,keqing,character,5,52734,94
300021,Character Event,kujou_sara,character,4,21334,16
300021,Character Event,lions_roar,weapon,4,100937,114
300021,Character Event,mona,character,5,52596,93
300021,Character Event,ningguang,character,4,21041,87
300021,Character Event,noelle,character,4,23101,1351
300021,Character Event,qiqi,character,5,52034,105
300021,Character Event,rainslasher,weapon,4,101171,94
300021,Character Event,razor,character,4,21572,32
300021,Character Event,rosaria,character,4,23130,1400
300021,Character Event,rust,weapon,4,101336,93
300021,Character Event,sacrificial_bow,weapon,4,101286,99
300021,Character Event,sacrificial_fragments,weapon,4,101181,86
300021,Character Event,sacrificial_greatsword,weapon,4,100692,97
300021,Character Event,sacrificial_sword,weapon,4,101313,104
300021,Character Event,sayu,character,4,1425368,710925
300021,Character Event,sucrose,character,4,21534,19
300021,Character Event,the_bell,weapon,4,100713,93
300021,Character Event,the_flute,weapon,4,100796,108
300021,Character Event,the_stringless,weapon,4,100663,87
300021,Character Event,the_widsith,weapon,4,100637,110
300021,Character Event,thoma,character,4,1423358,708923
300021,Character Event,xiangling,character,4,21479,20
300021,Character Event,xingqiu,character,4,21145,22
300021,Character Event,xinyan,character,4,21363,12
300021,Character Event,yanfei,character,4,21434,24
300021,Character Event,yun_jin,character,4,63,53
300022,Character Event,albedo,character,5,193038,85303
300022,Character Event,barbara,character,4,15860,21
300022,Character Event,beidou,character,4,16046,28
300022,Character Event,bennett,character,4,1048927,520315
300022,Character Event,chongyun,character,4,16395,371
300022,Character Event,diluc,character,5,38803,78
300022,Character Event,diona,character,4,15936,30
300022,Character Event,dragons_bane,weapon,4,74925,113
300022,Character Event,eula,character,5,178568,76328
300022,Character Event,eye_of_perception,weapon,4,74746,125
300022,Character Event,favonius_codex,weapon,4,74328,113
300022,Character Event,favonius_greatsword,weapon,4,74322,121
300022,Character Event,favonius_lance,weapon,4,74055,110
300022,Character Event,favonius_sword,weapon,4,74554,115
300022,Character Event,favonius_warbow,weapon,4,74695,119
300022,Character Event,fischl,character,4,15946,32
300022,Character Event,gorou,character,4,6,5
300022,Character Event,jean,character,5,38658,72
300022,Character Event,keqing,character,5,39094,91
300022,Character Event,kujou_sara,character,4,15815,18
300022,Character Event,lions_roar,weapon,4,74818,88
300022,Character Event,mona,character,5,38546,68
300022,Character Event,ningguang,character,4,16207,352
300022,Character Event,noelle,character,4,1048855,521410
300022,Character Event,qiqi,character,5,38613,66
300022,Character Event,rainslasher,weapon,4,74386,107
300022,Character Event,razor,character,4,16064,22
300022,Character Event,rosaria,character,4,1048358,519887
300022,Character Event,rust,weapon,4,74790,141
300022,Character Event,sacrificial_bow,weapon,4,74154,112
300022,Character Event,sacrificial_fragments,weapon,4,74416,127
300022,Character Event,sacrificial_greatsword,weapon,4,74715,112
300022,Character Event,sacrificial_sword,weapon,4,74604,103
300022,Character Event,sayu,character,4,16065,28
300022,Character Event,sucrose,character,4,15803,17
300022,Character Event,the_bell,weapon,4,74808,110
300022,Character Event,the_flute,weapon,4,74351,122
300022,Character Event,the_stringless,weapon,4,74452,116
300022,Character Event,the_widsith,weapon,4,74333,115
300022,Character Event,thoma,character,4,15986,35
300022,Character Event,xiangling,character,4,16071,21
300022,Character Event,xingqiu,character,4,15963,30
300022,Character Event,xinyan,character,4,15867,24
300022,Character Event,yanfei,character,4,16071,30
300022,Character Event,yun_jin,character,4,375,346
300023,Character Event,arataki_itto,character,5,237979,100671
300023,Character Event,barbara,character,4,726456,361896
300023,Character Event,beidou,character,4,10496,35
300023,Character Event,bennett,character,4,10403,47
300023,Character Event,chongyun,character,4,13377,2482
300023,Character Event,diluc,character,5,25610,66
300023,Character Event,diona,character,4,10335,49
300023,Character Event,dragons_bane,weapon,4,51491,159
300023,Character Event,eye_of_perception,weapon,4,51733,131
300023,Character Event,favonius_codex,weapon,4,51371,140
300023,Character Event,favonius_greatsword,weapon,4,51658,148
300023,Character Event,favonius_lance,weapon,4,51799,161
300023,Character Event,favonius_sword,weapon,4,51686,137
300023,Character Event,favonius_warbow,weapon,4,51271,134
300023,Character Event,fischl,character,4,10420,52
300023,Character Event,gorou,character,4,727480,362805
300023,Character Event,jean,character,5,25318,76
300023,Character Event,keqing,character,5,25634,69
300023,Character Event,kujou_sara,character,4,10387,32
300023,Character Event,lions_roar,weapon,4,51574,167
300023,Character Event,mona,character,5,25397,78
300023,Character Event,ningguang,character,4,13407,2534
300023,Character Event,noelle,character,4,10195,41
300023,Character Event,qiqi,character,5,25516,77
300023,Character Event,rainslasher,weapon,4,51552,141
300023,Character Event,razor,character,4,10493,33
300023,Character Event,rosaria,character,4,10500,45
300023,Character Event,rust,weapon,4,51908,151
300023,Character Event,sacrificial_bow,weapon,4,51910,128
300023,Character Event,sacrificial_fragments,weapon,4,51332,159
300023,Character Event,sacrificial_greatsword,weapon,4,51665,165
300023,Character Event,sacrificial_sword,weapon,4,51553,134
300023,Character Event,sayu,character,4,10454,33
300023,Character Event,sucrose,character,4,10427,30
300023,Character Event,the_bell,weapon,4,51768,159
300023,Character Event,the_flute,weapon,4,51412,154
300023,Character Event,the_stringless,weapon,4,51182,131
300023,Character Event,the_widsith,weapon,4,51349,134
300023,Character Event,thoma,character,4,10298,62
300023,Character Event,xiangling,character,4,728271,362250
300023,Character Event,xingqiu,character,4,10370,27
300023,Character Event,xinyan,character,4,10436,22
300023,Character Event,yanfei,character,4,10478,28
300023,Character Event,yun_jin,character,4,2754,2252
300024,Character Event,barbara,character,4,14078,39
300024,Character Event,beidou,character,4,14241,34
300024,Character Event,bennett,character,4,14123,34
300024,Character Event,chongyun,character,4,1060337,525364
300024,Character Event,diluc,character,5,40281,108
300024,Character Event,diona,character,4,14558,230
300024,Character Event,dragons_bane,weapon,4,75242,160
300024,Character Event,eye_of_perception,weapon,4,75539,167
300024,Character Event,favonius_codex,weapon,4,75486,175
300024,Character Event,favonius_greatsword,weapon,4,75139,159
300024,Character Event,favonius_lance,weapon,4,75318,142
300024,Character Event,favonius_sword,weapon,4,75531,155
300024,Character Event,favonius_warbow,weapon,4,75283,135
300024,Character Event,fischl,character,4,14445,218
300024,Character Event,gorou,character,4,14217,34
300024,Character Event,jean,character,5,40367,103
300024,Character Event,keqing,character,5,40095,114
300024,Character Event,kujou_sara,character,4,14163,33
300024,Character Event,lions_roar,weapon,4,75526,158
300024,Character Event,mona,character,5,39899,101
300024,Character Event,ningguang,character,4,1060430,525336
300024,Character Event,noelle,character,4,14060,25
300024,Character Event,qiqi,character,5,39696,116
300024,Character Event,rainslasher,weapon,4,75255,164
300024,Character Event,razor,character,4,14202,19
300024,Character Event,rosaria,character,4,14538,33
300024,Character Event,rust,weapon,4,75314,145
300024,Character Event,sacrificial_bow,weapon,4,75423,158
300024,Character Event,sacrificial_fragments,weapon,4,75692,176
300024,Character Event,sacrificial_greatsword,weapon,4,75492,150
300024,Character Event,sacrificial_sword,weapon,4,75330,153
300024,Character Event,sayu,character,4,14143,32
300024,Character Event,shenhe,character,5,163955,72241
300024,Character Event,sucrose,character,4,14094,50
300024,Character Event,the_bell,weapon,4,76107,166
300024,Character Event,the_flute,weapon,4,75310,151
300024,Character Event,the_stringless,weapon,4,75794,173
300024,Character Event,the_widsith,weapon,4,75832,151
300024,Character Event,thoma,character,4,14552,215
300024,Character Event,xiangling,character,4,14135,46
300024,Character Event,xiao,character,5,244248,112720
300024,Character Event,xingqiu,character,4,14388,38
300024,Character Event,xinyan,character,4,14199,29
300024,Character Event,yanfei,character,4,14392,34
300024,Character Event,yun_jin,character,4,1063510,526353
300025,Character Event,barbara,character,4,22623,51
300025,Character Event,beidou,character,4,1605622,797256
300025,Character Event,bennett,character,4,22738,39
300025,Character Event,chongyun,character,4,22652,41
300025,Character Event,diluc,character,5,60118,339
300025,Character Event,diona,character,4,25432,2177
300025,Character Event,dragons_bane,weapon,4,114066,140
300025,Character Event,eye_of_perception,weapon,4,114576,151
300025,Character Event,favonius_codex,weapon,4,113969,162
300025,Character Event,favonius_greatsword,weapon,4,114185,184
300025,Character Event,favonius_lance,weapon,4,114805,164
300025,Character Event,favonius_sword,weapon,4,114629,145
300025,Character Event,favonius_warbow,weapon,4,114578,172
300025,Character Event,fischl,character,4,25327,2263
300025,Character Event,ganyu,character,5,274075,125197
300025,Character Event,gorou,character,4,22405,34
300025,Character Event,jean,character,5,59805,300
300025,Character Event,keqing,character,5,59727,329
300025,Character Event,kujou_sara,character,4,22852,45
300025,Character Event,lions_roar,weapon,4,114707,190
300025,Character Event,mona,character,5,59639,320
300025,Character Event,ningguang,character,4,22584,44
300025,Character Event,noelle,character,4,22508,26
300025,Character Event,qiqi,character,5,59397,305
300025,Character Event,rainslasher,weapon,4,114018,172
300025,Character Event,razor,character,4,22587,27
300025,Character Event,rosaria,character,4,22851,27
300025,Character Event,rust,weapon,4,114101,167
300025,Character Event,sacrificial_bow,weapon,4,114589,157
300025,Character Event,sacrificial_fragments,weapon,4,115354,159
300025,Character Event,sacrificial_greatsword,weapon,4,114246,184
300025,Character Event,sacrificial_sword,weapon,4,114217,194
300025,Character Event,sayu,character,4,22504,18
300025,Character Event,sucrose,character,4,22819,257
300025,Character Event,the_bell,weapon,4,114127,161
300025,Character Event,the_flute,weapon,4,113479,154
300025,Character Event,the_stringless,weapon,4,114760,137
300025,Character Event,the_widsith,weapon,4,114134,154
300025,Character Event,thoma,character,4,25438,2252
300025,Character Event,xiangling,character,4,22972,243
300025,Character Event,xingqiu,character,4,1604961,796693
300025,Character Event,xinyan,character,4,22673,35
300025,Character Event,yanfei,character,4,1606281,798171
300025,Character Event,yun_jin,character,4,298,257
300025,Character Event,zhongli,character,5,339362,158066
300026,Character Event,barbara,character,4,11375,38
300026,Character Event,beidou,character,4,11290,32
300026,Character Event,bennett,character,4,11206,50
300026,Character Event,chongyun,character,4,11405,31
300026,Character Event,diluc,character,5,31253,65
300026,Character Event,diona,character,4,853474,424356
300026,Character Event,dragons_bane,weapon,4,61102,148
300026,Character Event,eye_of_perception,weapon,4,60057,167
300026,Character Event,favonius_codex,weapon,4,60357,141
300026,Character Event,favonius_greatsword,weapon,4,60517,125
300026,Character Event,favonius_lance,weapon,4,60777,140
300026,Character Event,favonius_sword,weapon,4,60565,143
300026,Character Event,favonius_warbow,weapon,4,60678,153
300026,Character Event,fischl,character,4,853235,425625
300026,Character Event,gorou,character,4,11214,19
300026,Character Event,jean,character,5,31214,68
300026,Character Event,keqing,character,5,31170,73
300026,Character Event,kujou_sara,character,4,11199,21
300026,Character Event,lions_roar,weapon,4,60688,135
300026,Character Event,mona,character,5,31040,76
300026,Character Event,ningguang,character,4,11264,38
300026,Character Event,noelle,character,4,11220,41
300026,Character Event,qiqi,character,5,31112,73
300026,Character Event,rainslasher,weapon,4,60512,104
300026,Character Event,razor,character,4,11268,22
300026,Character Event,rosaria,character,4,11147,25
300026,Character Event,rust,weapon,4,60708,157
300026,Character Event,sacrificial_bow,weapon,4,60856,125
300026,Character Event,sacrificial_fragments,weapon,4,60853,143
300026,Character Event,sacrificial_greatsword,weapon,4,60920,124
300026,Character Event,sacrificial_sword,weapon,4,60714,144
300026,Character Event,sayu,character,4,11424,33
300026,Character Event,shikanoin_heizou,character,4,5,5
300026,Character Event,sucrose,character,4,11864,576
300026,Character Event,the_bell,weapon,4,60466,149
300026,Character Event,the_flute,weapon,4,60243,114
300026,Character Event,the_stringless,weapon,4,60774,130
300026,Character Event,the_widsith,weapon,4,60750,125
300026,Character Event,thoma,character,4,854978,426163
300026,Character Event,xiangling,character,4,11853,639
300026,Character Event,xingqiu,character,4,11113,26
300026,Character Event,xinyan,character,4,11390,31
300026,Character Event,yae_miko,character,5,309776,139097
300026,Character Event,yanfei,character,4,11224,33
300026,Character Event,yun_jin,character,4,12044,577
300027,Character Event,barbara,character,4,11611,27
300027,Character Event,beidou,character,4,11728,43
300027,Character Event,bennett,character,4,877784,435632
300027,Character Event,chongyun,character,4,11703,31
300027,Character Event,diluc,character,5,32589,114
300027,Character Event,diona,character,4,11715,32
300027,Character Event,dragons_bane,weapon,4,62365,167
300027,Character Event,eye_of_perception,weapon,4,62419,175
300027,Character Event,favonius_codex,weapon,4,62327,172
300027,Character Event,favonius_greatsword,weapon,4,62601,158
300027,Character Event,favonius_lance,weapon,4,62508,165
300027,Character Event,favonius_sword,weapon,4,62431,125
300027,Character Event,favonius_warbow,weapon,4,62690,147
300027,Character Event,fischl,character,4,11633,49
300027,Character Event,gorou,character,4,11603,27
300027,Character Event,jean,character,5,32863,126
300027,Character Event,keqing,character,5,32972,93
300027,Character Event,kujou_sara,character,4,878463,437049
