banner_id,name,constellation_level,count
200001,iansan,3,96.0
200001,iansan,4,
200001,iansan,5,
200001,iansan,6,
200001,iansan,7,20.0
200001,ifa,0,59961.0
200001,ifa,1,9318.0
200001,ifa,2,855.0
200001,ifa,3,60.0
200001,ifa,4,20.0
200001,ifa,5,
200001,ifa,6,
200001,ifa,7,15.0
200001,illuga,0,8228.0
200001,illuga,1,486.0
200001,illuga,2,12.0
200001,jahoda,0,18241.0
200001,jahoda,1,1322.0
200001,jahoda,2,78.0
200001,jahoda,3,0.0
200001,jahoda,4,0.0
200001,jahoda,5,0.0
200001,jahoda,6,7.0
200001,jean,0,452726.0
200001,jean,1,74312.0
200001,jean,2,11769.0
200001,jean,3,2388.0
200001,jean,4,535.0
200001,jean,5,132.0
200001,jean,6,133.0
200001,jean,7,491.0
200001,kachina,0,114603.0
200001,kachina,1,25448.0
200001,kachina,2,3555.0
200001,kachina,3,368.0
200001,kachina,4,35.0
200001,kachina,5,6.0
200001,kachina,6,7.0
200001,kachina,7,22.0
200001,kaeya,0,657045.0
200001,kaeya,1,258352.0
200001,kaeya,2,77850.0
200001,kaeya,3,23800.0
200001,kaeya,4,8395.0
200001,kaeya,5,2856.0
200001,kaeya,6,1253.0
200001,kaeya,7,2359.0
200001,kaveh,0,226155.0
200001,kaveh,1,65944.0
200001,kaveh,2,13128.0
200001,kaveh,3,2172.0
200001,kaveh,4,295.0
200001,kaveh,5,78.0
200001,kaveh,6,35.0
200001,kaveh,7,138.0
200001,keqing,0,454441.0
200001,keqing,1,74044.0
200001,keqing,2,11490.0
200001,keqing,3,2228.0
200001,keqing,4,505.0
200001,keqing,5,252.0
200001,keqing,6,70.0
200001,keqing,7,496.0
200001,kirara,0,218214.0
200001,kirara,1,62322.0
200001,kirara,2,12342.0
200001,kirara,3,2084.0
200001,kirara,4,310.0
200001,kirara,5,48.0
200001,kirara,6,14.0
200001,kirara,7,160.0
200001,kujou_sara,0,493588.0
200001,kujou_sara,1,154824.0
200001,kujou_sara,2,38871.0
200001,kujou_sara,3,10200.0
200001,kujou_sara,4,3015.0
200001,kujou_sara,5,858.0
200001,kujou_sara,6,350.0
200001,kujou_sara,7,935.0
200001,kuki_shinobu,0,318259.0
200001,kuki_shinobu,1,96342.0
200001,kuki_shinobu,2,22653.0
200001,kuki_shinobu,3,5300.0
200001,kuki_shinobu,4,1390.0
200001,kuki_shinobu,5,276.0
200001,kuki_shinobu,6,77.0
200001,kuki_shinobu,7,504.0
200001,lan_yan,0,83869.0
200001,lan_yan,1,16268.0
200001,lan_yan,2,2007.0
200001,lan_yan,3,160.0
200001,lan_yan,4,20.0
200001,lan_yan,5,
200001,lan_yan,6,
200001,lan_yan,7,18.0
200001,layla,0,264924.0
200001,layla,1,77988.0
200001,layla,2,17385.0
200001,layla,3,3284.0
200001,layla,4,680.0
200001,layla,5,138.0
200001,layla,6,49.0
200001,layla,7,299.0
200001,lions_roar,0,823921.0
200001,lions_roar,1,433822.0
200001,lions_roar,2,166695.0
200001,lions_roar,3,64980.0
200001,lions_roar,4,27695.0
200001,lions_roar,5,11646.0
200001,lions_roar,6,5299.0
200001,lions_roar,7,6032.0
200001,lisa,0,655529.0
200001,lisa,1,258402.0
200001,lisa,2,77196.0
200001,lisa,3,24472.0
200001,lisa,4,7975.0
200001,lisa,5,2772.0
200001,lisa,6,1169.0
200001,lisa,7,2257.0
200001,lost_prayer_to_the_sacred_winds,0,287424.0
200001,lost_prayer_to_the_sacred_winds,1,31126.0
200001,lost_prayer_to_the_sacred_winds,2,3576.0
200001,lost_prayer_to_the_sacred_winds,3,432.0
200001,lost_prayer_to_the_sacred_winds,4,55.0
200001,lost_prayer_to_the_sacred_winds,5,6.0
200001,lost_prayer_to_the_sacred_winds,6,
200001,lost_prayer_to_the_sacred_winds,7,269.0
200001,lynette,0,201090.0
200001,lynette,1,55786.0
200001,lynette,2,10245.0
200001,lynette,3,1772.0
200001,lynette,4,235.0
200001,lynette,5,72.0
200001,lynette,6,
200001,lynette,7,112.0
200001,mika,0,233790.0
200001,mika,1,68840.0
200001,mika,2,14019.0
200001,mika,3,2488.0
200001,mika,4,415.0
200001,mika,5,90.0
200001,mika,6,35.0
200001,mika,7,222.0
200001,mona,0,452267.0
200001,mona,1,73304.0
200001,mona,2,11799.0
200001,mona,3,2348.0
200001,mona,4,525.0
200001,mona,5,120.0
200001,mona,6,63.0
200001,mona,7,528.0
200001,ningguang,0,656299.0
200001,ningguang,1,258904.0
200001,ningguang,2,78000.0
200001,ningguang,3,23584.0
200001,ningguang,4,7870.0
200001,ningguang,5,3054.0
200001,ningguang,6,1176.0
200001,ningguang,7,2247.0
200001,noelle,0,655472.0
200001,noelle,1,259364.0
200001,noelle,2,77442.0
200001,noelle,3,23588.0
200001,noelle,4,8210.0
200001,noelle,5,3006.0
200001,noelle,6,1022.0
200001,noelle,7,2508.0
200001,ororon,0,96611.0
200001,ororon,1,19876.0
200001,ororon,2,2430.0
200001,ororon,3,280.0
200001,ororon,4,0.0
200001,ororon,5,6.0
200001,ororon,6,
200001,ororon,7,30.0
200001,primordial_jade_winged-spear,0,291238.0
200001,primordial_jade_winged-spear,1,30936.0
200001,primordial_jade_winged-spear,2,3600.0
200001,primordial_jade_winged-spear,3,408.0
200001,primordial_jade_winged-spear,4,75.0
200001,primordial_jade_winged-spear,5,12.0
200001,primordial_jade_winged-spear,6,7.0
200001,primordial_jade_winged-spear,7,246.0
200001,qiqi,0,452699.0
200001,qiqi,1,73042.0
200001,qiqi,2,11925.0
200001,qiqi,3,2524.0
200001,qiqi,4,605.0
200001,qiqi,5,180.0
200001,qiqi,6,63.0
200001,qiqi,7,528.0
200001,rainslasher,0,824761.0
200001,rainslasher,1,433496.0
200001,rainslasher,2,166854.0
200001,rainslasher,3,65476.0
200001,rainslasher,4,27140.0
200001,rainslasher,5,12702.0
200001,rainslasher,6,5523.0
200001,rainslasher,7,5936.0
200001,razor,0,655648.0
200001,razor,1,258864.0
200001,razor,2,78342.0
200001,razor,3,24436.0
200001,razor,4,8050.0
200001,razor,5,2952.0
200001,razor,6,1099.0
200001,razor,7,2404.0
200001,rosaria,0,646987.0
200001,rosaria,1,241460.0
200001,rosaria,2,66834.0
200001,rosaria,3,18776.0
200001,rosaria,4,6015.0
200001,rosaria,5,1812.0
200001,rosaria,6,686.0
200001,rosaria,7,1648.0
200001,rust,0,824961.0
200001,rust,1,433294.0
200001,rust,2,166089.0
200001,rust,3,65828.0
200001,rust,4,27565.0
200001,rust,5,12588.0
200001,rust,6,4760.0
200001,rust,7,6008.0
200001,sacrificial_bow,0,824296.0
200001,sacrificial_bow,1,432174.0
200001,sacrificial_bow,2,166236.0
200001,sacrificial_bow,3,66304.0
200001,sacrificial_bow,4,27895.0
200001,sacrificial_bow,5,12294.0
200001,sacrificial_bow,6,5418.0
200001,sacrificial_bow,7,5453.0
200001,sacrificial_fragments,0,824751.0
200001,sacrificial_fragments,1,433510.0
200001,sacrificial_fragments,2,166359.0
200001,sacrificial_fragments,3,65268.0
200001,sacrificial_fragments,4,27935.0
200001,sacrificial_fragments,5,12912.0
200001,sacrificial_fragments,6,5495.0
200001,sacrificial_fragments,7,5717.0
200001,sacrificial_greatsword,0,824989.0
200001,sacrificial_greatsword,1,431924.0
200001,sacrificial_greatsword,2,167088.0
200001,sacrificial_greatsword,3,65276.0
200001,sacrificial_greatsword,4,27795.0
200001,sacrificial_greatsword,5,12048.0
200001,sacrificial_greatsword,6,5061.0
200001,sacrificial_greatsword,7,6120.0
200001,sacrificial_sword,0,824449.0
200001,sacrificial_sword,1,432988.0
200001,sacrificial_sword,2,167970.0
200001,sacrificial_sword,3,65856.0
200001,sacrificial_sword,4,27770.0
200001,sacrificial_sword,5,12132.0
200001,sacrificial_sword,6,5292.0
200001,sacrificial_sword,7,6068.0
200001,sayu,0,560228.0
200001,sayu,1,177698.0
200001,sayu,2,45117.0
200001,sayu,3,12808.0
200001,sayu,4,3760.0
200001,sayu,5,1056.0
200001,sayu,6,357.0
200001,sayu,7,1186.0
200001,sethos,0,136179.0
200001,sethos,1,32278.0
200001,sethos,2,4899.0
200001,sethos,3,560.0
200001,sethos,4,45.0
200001,sethos,5,12.0
200001,sethos,6,
200001,sethos,7,51.0
200001,shikanoin_heizou,0,300835.0
200001,shikanoin_heizou,1,91432.0
200001,shikanoin_heizou,2,21429.0
200001,shikanoin_heizou,3,4780.0
200001,shikanoin_heizou,4,1000.0
200001,shikanoin_heizou,5,216.0
200001,shikanoin_heizou,6,70.0
200001,shikanoin_heizou,7,478.0
200001,skyward_atlas,0,286914.0
200001,skyward_atlas,1,30576.0
200001,skyward_atlas,2,3339.0
200001,skyward_atlas,3,412.0
200001,skyward_atlas,4,75.0
200001,skyward_atlas,5,42.0
200001,skyward_atlas,6,14.0
200001,skyward_atlas,7,208.0
200001,skyward_blade,0,287561.0
200001,skyward_blade,1,30764.0
200001,skyward_blade,2,3390.0
200001,skyward_blade,3,472.0
200001,skyward_blade,4,95.0
200001,skyward_blade,5,54.0
200001,skyward_blade,6,
200001,skyward_blade,7,225.0
200001,skyward_harp,0,288759.0
200001,skyward_harp,1,31660.0
200001,skyward_harp,2,3444.0
200001,skyward_harp,3,364.0
200001,skyward_harp,4,70.0
200001,skyward_harp,5,18.0
200001,skyward_harp,6,7.0
200001,skyward_harp,7,233.0
200001,skyward_pride,0,287441.0
200001,skyward_pride,1,30746.0
200001,skyward_pride,2,3534.0
200001,skyward_pride,3,392.0
200001,skyward_pride,4,85.0
200001,skyward_pride,5,18.0
200001,skyward_pride,6,28.0
200001,skyward_pride,7,249.0
200001,skyward_spine,0,287310.0
200001,skyward_spine,1,31050.0
200001,skyward_spine,2,3561.0
200001,skyward_spine,3,468.0
200001,skyward_spine,4,65.0
200001,skyward_spine,5,12.0
200001,skyward_spine,6,
200001,skyward_spine,7,224.0
200001,sucrose,0,655977.0
200001,sucrose,1,259498.0
200001,sucrose,2,77259.0
200001,sucrose,3,23824.0
200001,sucrose,4,8110.0
200001,sucrose,5,2826.0
200001,sucrose,6,1120.0
200001,sucrose,7,2458.0
200001,the_bell,0,823491.0
200001,the_bell,1,432946.0
200001,the_bell,2,165969.0
200001,the_bell,3,64696.0
200001,the_bell,4,27860.0
200001,the_bell,5,12066.0
200001,the_bell,6,5040.0
200001,the_bell,7,5969.0
200001,the_flute,0,823682.0
200001,the_flute,1,432282.0
200001,the_flute,2,166809.0
200001,the_flute,3,65944.0
200001,the_flute,4,27635.0
200001,the_flute,5,12774.0
200001,the_flute,6,5201.0
200001,the_flute,7,6155.0
200001,the_stringless,0,824268.0
200001,the_stringless,1,432600.0
200001,the_stringless,2,166683.0
200001,the_stringless,3,65192.0
200001,the_stringless,4,28275.0
200001,the_stringless,5,12060.0
200001,the_stringless,6,5299.0
200001,the_stringless,7,5950.0
200001,the_widsith,0,823839.0
200001,the_widsith,1,433978.0
200001,the_widsith,2,167646.0
200001,the_widsith,3,65456.0
200001,the_widsith,4,28130.0
200001,the_widsith,5,12174.0
200001,the_widsith,6,5544.0
200001,the_widsith,7,5531.0
200001,thoma,0,453667.0
200001,thoma,1,140590.0
200001,thoma,2,35154.0
200001,thoma,3,9388.0
200001,thoma,4,2315.0
200001,thoma,5,666.0
200001,thoma,6,217.0
200001,thoma,7,830.0
200001,tighnari,0,223298.0
200001,tighnari,1,34712.0
200001,tighnari,2,4281.0
200001,tighnari,3,492.0
200001,tighnari,4,50.0
200001,tighnari,5,42.0
200001,tighnari,6,
200001,tighnari,7,173.0
200001,wolfs_gravestone,0,288809.0
200001,wolfs_gravestone,1,31444.0
200001,wolfs_gravestone,2,3636.0
200001,wolfs_gravestone,3,408.0
200001,wolfs_gravestone,4,95.0
200001,wolfs_gravestone,5,18.0
200001,wolfs_gravestone,6,
200001,wolfs_gravestone,7,258.0
200001,xiangling,0,657389.0
200001,xiangling,1,258864.0
200001,xiangling,2,77880.0
200001,xiangling,3,23988.0
200001,xiangling,4,7930.0
200001,xiangling,5,3060.0
200001,xiangling,6,1260.0
200001,xiangling,7,2310.0
200001,xingqiu,0,657322.0
200001,xingqiu,1,258570.0
200001,xingqiu,2,77994.0
200001,xingqiu,3,23968.0
200001,xingqiu,4,8170.0
200001,xingqiu,5,3018.0
200001,xingqiu,6,1176.0
200001,xingqiu,7,2301.0
200001,xinyan,0,656097.0
200001,xinyan,1,257012.0
200001,xinyan,2,76287.0
200001,xinyan,3,23396.0
200001,xinyan,4,7530.0
200001,xinyan,5,2610.0
200001,xinyan,6,1141.0
200001,xinyan,7,2197.0
200001,yanfei,0,629461.0
200001,yanfei,1,222440.0
200001,yanfei,2,59055.0
200001,yanfei,3,16292.0
200001,yanfei,4,4835.0
200001,yanfei,5,1536.0
200001,yanfei,6,490.0
200001,yanfei,7,1514.0
200001,yaoyao,0,242775.0
200001,yaoyao,1,71394.0
200001,yaoyao,2,14793.0
200001,yaoyao,3,2860.0
200001,yaoyao,4,470.0
200001,yaoyao,5,102.0
200001,yaoyao,6,49.0
200001,yaoyao,7,204.0
200001,yun_jin,0,390895.0
200001,yun_jin,1,118898.0
200001,yun_jin,2,29466.0
200001,yun_jin,3,7356.0
200001,yun_jin,4,1965.0
200001,yun_jin,5,522.0
200001,yun_jin,6,140.0
200001,yun_jin,7,628.0
300009,diluc,0,1840.0
300009,diluc,1,28.0
300009,hu_tao,0,15241.0
300009,hu_tao,1,2460.0
300009,hu_tao,2,501.0
300009,hu_tao,3,256.0
300009,hu_tao,4,45.0
300009,hu_tao,5,12.0
300009,hu_tao,6,602.0
300009,hu_tao,7,8.0
300009,jean,0,1837.0
300009,jean,1,40.0
300009,jean,2,9.0
300009,keqing,0,1773.0
300009,keqing,1,44.0
300009,keqing,2,6.0
300009,mona,0,1808.0
300009,mona,1,62.0
300009,mona,2,3.0
300009,qiqi,0,1826.0
300009,qiqi,1,50.0
300010,diluc,0,3540.0
300010,diluc,1,42.0
300010,jean,0,3421.0
300010,jean,1,40.0
300010,keqing,0,3496.0
300010,keqing,1,36.0
300010,mona,0,3518.0
300010,mona,1,26.0
300010,qiqi,0,3521.0
300010,qiqi,1,40.0
300010,qiqi,2,6.0
300010,venti,0,30521.0
300010,venti,1,2892.0
300010,venti,2,507.0
300010,venti,3,144.0
300010,venti,4,90.0
300010,venti,5,72.0
300010,venti,6,182.0
300010,venti,7,8.0
300011,diluc,0,5384.0
300011,diluc,1,74.0
300011,diluc,2,15.0
300011,jean,0,5359.0
300011,jean,1,70.0
300011,jean,2,9.0
300011,keqing,0,5296.0
300011,keqing,1,70.0
300011,keqing,2,6.0
300011,mona,0,5482.0
300011,mona,1,118.0
300011,mona,2,9.0
300011,qiqi,0,5157.0
300011,qiqi,1,98.0
300011,qiqi,2,6.0
300011,qiqi,3,8.0
300011,rosaria,0,61095.0
300011,rosaria,1,42216.0
300011,rosaria,2,25398.0
300011,rosaria,3,12204.0
300011,rosaria,4,5830.0
300011,rosaria,5,3402.0
300011,rosaria,6,3647.0
300011,rosaria,7,6396.0
300011,tartaglia,0,38791.0
300011,tartaglia,1,5812.0
300011,tartaglia,2,1158.0
300011,tartaglia,3,428.0
300011,tartaglia,4,345.0
300011,tartaglia,5,336.0
300011,tartaglia,6,539.0
300011,tartaglia,7,17.0
300012,diluc,0,10352.0
300012,diluc,1,230.0
300012,diluc,2,9.0
300012,diona,0,66748.0
300012,diona,1,79232.0
300012,diona,2,56931.0
300012,diona,3,33868.0
300012,diona,4,18940.0
300012,diona,5,10602.0
300012,diona,6,6335.0
300012,diona,7,16008.0
300012,jean,0,10464.0
300012,jean,1,158.0
300012,jean,2,24.0
300012,jean,3,4.0
300012,keqing,0,10319.0
300012,keqing,1,204.0
300012,keqing,2,12.0
300012,mona,0,10309.0
300012,mona,1,200.0
300012,mona,2,9.0
300012,noelle,0,66941.0
300012,noelle,1,78080.0
300012,noelle,2,56886.0
300012,noelle,3,34036.0
300012,noelle,4,19370.0
300012,noelle,5,10914.0
300012,noelle,6,6174.0
300012,noelle,7,16239.0
300012,qiqi,0,10176.0
300012,qiqi,1,182.0
300012,qiqi,2,18.0
300012,yanfei,0,77263.0
300012,yanfei,1,76766.0
300012,yanfei,2,52743.0
300012,yanfei,3,29832.0
300012,yanfei,4,17680.0
300012,yanfei,5,8382.0
300012,yanfei,6,8512.0
300012,yanfei,7,14351.0
300012,zhongli,0,79873.0
300012,zhongli,1,14300.0
300012,zhongli,2,3999.0
300012,zhongli,3,1084.0
300012,zhongli,4,700.0
300012,zhongli,5,678.0
300012,zhongli,6,805.0
300012,zhongli,7,40.0
300013,beidou,0,92817.0
300013,beidou,1,75568.0
300013,beidou,2,45684.0
300013,beidou,3,24916.0
300013,beidou,4,14785.0
300013,beidou,5,9288.0
300013,beidou,6,5754.0
300013,beidou,7,27033.0
300013,diluc,0,10553.0
300013,diluc,1,344.0
300013,diluc,2,63.0
300013,eula,0,82198.0
300013,eula,1,12058.0
300013,eula,2,4914.0
300013,eula,3,1720.0
300013,eula,4,330.0
300013,eula,5,78.0
300013,eula,6,4501.0
300013,eula,7,201.0
300013,jean,0,10589.0
300013,jean,1,386.0
300013,jean,2,60.0
300013,jean,3,12.0
300013,keqing,0,10458.0
300013,keqing,1,322.0
300013,keqing,2,45.0
300013,mona,0,10766.0
300013,mona,1,324.0
300013,mona,2,45.0
300013,qiqi,0,10607.0
300013,qiqi,1,388.0
300013,qiqi,2,54.0
300013,qiqi,3,4.0
300013,xingqiu,0,93866.0
300013,xingqiu,1,75976.0
300013,xingqiu,2,44469.0
300013,xingqiu,3,25464.0
300013,xingqiu,4,14185.0
300013,xingqiu,5,9384.0
300013,xingqiu,6,5768.0
300013,xingqiu,7,27040.0
300013,xinyan,0,92015.0
300013,xinyan,1,76080.0
300013,xinyan,2,45465.0
300013,xinyan,3,25304.0
300013,xinyan,4,14810.0
300013,xinyan,5,8886.0
300013,xinyan,6,5999.0
300013,xinyan,7,27053.0
300014,barbara,0,111004.0
300014,barbara,1,94900.0
300014,barbara,2,53127.0
300014,barbara,3,25508.0
300014,barbara,4,11800.0
300014,barbara,5,6126.0
300014,barbara,6,2975.0
300014,barbara,7,6736.0
300014,diluc,0,11622.0
300014,diluc,1,116.0
300014,diluc,2,6.0
300014,fischl,0,112864.0
300014,fischl,1,94896.0
300014,fischl,2,53076.0
300014,fischl,3,25048.0
300014,fischl,4,11205.0
300014,fischl,5,5802.0
300014,fischl,6,3164.0
300014,fischl,7,6199.0
300014,jean,0,11242.0
300014,jean,1,74.0
300014,jean,2,21.0
300014,jean,3,4.0
300014,keqing,0,11417.0
300014,keqing,1,84.0
300014,keqing,2,9.0
300014,klee,0,88317.0
300014,klee,1,9210.0
300014,klee,2,1806.0
300014,klee,3,392.0
300014,klee,4,365.0
300014,klee,5,132.0
300014,klee,6,364.0
300014,klee,7,17.0
300014,mona,0,11253.0
300014,mona,1,78.0
300014,mona,2,30.0
300014,qiqi,0,11117.0
300014,qiqi,1,98.0
300014,sucrose,0,113372.0
300014,sucrose,1,95192.0
300014,sucrose,2,52758.0
300014,sucrose,3,24524.0
300014,sucrose,4,11900.0
300014,sucrose,5,5538.0
300014,sucrose,6,3283.0
300014,sucrose,7,6647.0
300015,bennett,0,168494.0
300015,bennett,1,178174.0
300015,bennett,2,122391.0
300015,bennett,3,73136.0
300015,bennett,4,40355.0
300015,bennett,5,22308.0
300015,bennett,6,12404.0
300015,bennett,7,31365.0
300015,diluc,0,22967.0
300015,diluc,1,442.0
300015,diluc,2,21.0
300015,diluc,3,4.0
300015,jean,0,22701.0
300015,jean,1,398.0
300015,jean,2,36.0
300015,jean,3,16.0
300015,kaedehara_kazuha,0,182506.0
300015,kaedehara_kazuha,1,29730.0
300015,kaedehara_kazuha,2,11847.0
300015,kaedehara_kazuha,3,1324.0
300015,kaedehara_kazuha,4,345.0
300015,kaedehara_kazuha,5,102.0
300015,kaedehara_kazuha,6,3353.0
300015,kaedehara_kazuha,7,146.0
300015,keqing,0,22946.0
300015,keqing,1,414.0
300015,keqing,2,21.0
300015,mona,0,23143.0
300015,mona,1,390.0
300015,mona,2,39.0
300015,qiqi,0,22508.0
300015,qiqi,1,434.0
300015,qiqi,2,45.0
300015,qiqi,3,4.0
300015,razor,0,163835.0
300015,razor,1,174418.0
300015,razor,2,123996.0
300015,razor,3,74828.0
300015,razor,4,42315.0
300015,razor,5,23376.0
300015,razor,6,12915.0
300015,razor,7,33008.0
300015,rosaria,0,167646.0
300015,rosaria,1,172482.0
300015,rosaria,2,123300.0
300015,rosaria,3,74044.0
300015,rosaria,4,42670.0
300015,rosaria,5,23802.0
300015,rosaria,6,13489.0
300015,rosaria,7,32557.0
300016,chongyun,0,190113.0
300016,chongyun,1,202582.0
300016,chongyun,2,145200.0
300016,chongyun,3,84108.0
300016,chongyun,4,44750.0
300016,chongyun,5,24648.0
300016,chongyun,6,14021.0
300016,chongyun,7,43265.0
