banner_id,rarity_class,pity_index,count
200001,legendary,73,36981.0
200001,legendary,74,36974.0
200001,legendary,75,178445.0
200001,legendary,76,294811.0
200001,legendary,77,369815.0
200001,legendary,78,390603.0
200001,legendary,79,362012.0
200001,legendary,80,297603.0
200001,legendary,81,217522.0
200001,legendary,82,141700.0
200001,legendary,83,81421.0
200001,legendary,84,40890.0
200001,legendary,85,17992.0
200001,legendary,86,6673.0
200001,legendary,87,2290.0
200001,legendary,88,879.0
200001,legendary,89,493.0
200001,legendary,90,429.0
200001,legendary,91,330.0
200001,legendary,92,0.0
200001,legendary,93,0.0
200001,legendary,94,0.0
200001,legendary,95,0.0
200001,legendary,96,0.0
200001,legendary,97,0.0
200001,legendary,98,0.0
200001,legendary,99,0.0
200001,legendary,100,0.0
200001,legendary,101,0.0
200001,rare,1,3173331.0
200001,rare,2,2997729.0
200001,rare,3,2832078.0
200001,rare,4,2665511.0
200001,rare,5,2510887.0
200001,rare,6,2370416.0
200001,rare,7,2230609.0
200001,rare,8,2106559.0
200001,rare,9,19483357.0
200001,rare,10,14898996.0
300009,legendary,1,0.0
300009,legendary,2,212.0
300009,legendary,3,202.0
300009,legendary,4,191.0
300009,legendary,5,177.0
300009,legendary,6,180.0
300009,legendary,7,223.0
300009,legendary,8,190.0
300009,legendary,9,181.0
300009,legendary,10,193.0
300009,legendary,11,157.0
300009,legendary,12,168.0
300009,legendary,13,170.0
300009,legendary,14,168.0
300009,legendary,15,154.0
300009,legendary,16,141.0
300009,legendary,17,171.0
300009,legendary,18,144.0
300009,legendary,19,139.0
300009,legendary,20,143.0
300009,legendary,21,159.0
300009,legendary,22,142.0
300009,legendary,23,163.0
300009,legendary,24,140.0
300009,legendary,25,154.0
300009,legendary,26,209.0
300009,legendary,27,131.0
300009,legendary,28,149.0
300009,legendary,29,137.0
300009,legendary,30,130.0
300009,legendary,31,142.0
300009,legendary,32,143.0
300009,legendary,33,126.0
300009,legendary,34,148.0
300009,legendary,35,122.0
300009,legendary,36,124.0
300009,legendary,37,125.0
300009,legendary,38,128.0
300009,legendary,39,145.0
300009,legendary,40,134.0
300009,legendary,41,118.0
300009,legendary,42,129.0
300009,legendary,43,128.0
300009,legendary,44,158.0
300009,legendary,45,139.0
300009,legendary,46,131.0
300009,legendary,47,130.0
300009,legendary,48,123.0
300009,legendary,49,110.0
300009,legendary,50,139.0
300009,legendary,51,110.0
300009,legendary,52,143.0
300009,legendary,53,133.0
300009,legendary,54,126.0
300009,legendary,55,137.0
300009,legendary,56,139.0
300009,legendary,57,119.0
300009,legendary,58,129.0
300009,legendary,59,114.0
300009,legendary,60,125.0
300009,legendary,61,128.0
300009,legendary,62,112.0
300009,legendary,63,122.0
300009,legendary,64,91.0
300009,legendary,65,122.0
300009,legendary,66,104.0
300009,legendary,67,127.0
300009,legendary,68,148.0
300009,legendary,69,95.0
300009,legendary,70,123.0
300009,legendary,71,109.0
300009,legendary,72,112.0
300009,legendary,73,114.0
300009,legendary,74,99.0
300009,legendary,75,1186.0
300009,legendary,76,2123.0
300009,legendary,77,2800.0
300009,legendary,78,2954.0
300009,legendary,79,2770.0
300009,legendary,80,2329.0
300009,legendary,81,1626.0
300009,legendary,82,1109.0
300009,legendary,83,666.0
300009,legendary,84,316.0
300009,legendary,85,143.0
300009,legendary,86,52.0
300009,legendary,87,10.0
300009,legendary,88,4.0
300009,legendary,89,2.0
300009,legendary,90,3.0
300009,legendary,91,2.0
300009,legendary,92,2.0
300009,legendary,93,0.0
300009,legendary,94,1.0
300009,legendary,95,0.0
300009,legendary,96,0.0
300009,legendary,97,0.0
300009,legendary,98,0.0
300009,legendary,99,0.0
300009,legendary,100,1.0
300009,legendary,101,1.0
300009,legendary,102,
300009,legendary,103,
300009,legendary,104,
300009,legendary,105,
300009,legendary,106,
300009,legendary,107,
300009,legendary,108,
300009,legendary,109,
300009,legendary,110,
300009,legendary,111,
300009,legendary,112,
300009,legendary,113,
300009,legendary,114,
300009,legendary,115,
300009,legendary,116,
300009,legendary,117,
300009,legendary,118,1.0
300009,legendary,119,
300009,legendary,120,1.0
300009,legendary,121,
300009,legendary,122,
300009,legendary,123,
300009,legendary,124,
300009,legendary,125,
300009,legendary,126,1.0
300009,legendary,127,
300009,legendary,128,2.0
300009,legendary,129,
300009,legendary,130,
300009,legendary,131,
300009,legendary,132,1.0
300009,legendary,133,1.0
300009,legendary,134,
300009,legendary,135,
300009,legendary,136,
300009,legendary,137,
300009,legendary,138,
300009,legendary,139,
300009,legendary,140,
300009,legendary,141,
300009,legendary,142,
300009,legendary,143,
300009,legendary,144,
300009,legendary,145,
300009,legendary,146,1.0
300009,legendary,147,
300009,legendary,148,
300009,legendary,149,
300009,legendary,150,
300009,legendary,151,
300009,legendary,152,
300009,legendary,153,
300009,legendary,154,
300009,legendary,155,
300009,legendary,156,
300009,legendary,157,
300009,legendary,158,
300009,legendary,159,
300009,legendary,160,
300009,legendary,161,
300009,legendary,162,
300009,legendary,163,
300009,legendary,164,1.0
300009,legendary,165,
300009,legendary,166,
300009,legendary,167,
300009,legendary,168,
300009,legendary,169,
300009,legendary,170,
300009,legendary,171,
300009,legendary,172,
300009,legendary,173,
300009,legendary,174,
300009,legendary,175,
300009,legendary,176,
300009,legendary,177,
300009,legendary,178,
300009,legendary,179,
300009,legendary,180,
300009,legendary,181,
300009,legendary,182,
300009,legendary,183,
300009,legendary,184,
300009,legendary,185,1.0
300009,rare,1,14940.0
300009,rare,2,12597.0
300009,rare,3,11851.0
300009,rare,4,10965.0
300009,rare,5,10419.0
300009,rare,6,9728.0
300009,rare,7,9078.0
300009,rare,8,8437.0
300009,rare,9,71084.0
300009,rare,10,53083.0
300010,legendary,1,0.0
300010,legendary,2,338.0
300010,legendary,3,349.0
300010,legendary,4,390.0
300010,legendary,5,370.0
300010,legendary,6,370.0
300010,legendary,7,351.0
300010,legendary,8,363.0
300010,legendary,9,363.0
300010,legendary,10,322.0
300010,legendary,11,330.0
300010,legendary,12,352.0
300010,legendary,13,312.0
300010,legendary,14,332.0
300010,legendary,15,303.0
300010,legendary,16,323.0
300010,legendary,17,313.0
300010,legendary,18,306.0
300010,legendary,19,299.0
300010,legendary,20,291.0
300010,legendary,21,319.0
300010,legendary,22,308.0
300010,legendary,23,262.0
300010,legendary,24,273.0
300010,legendary,25,289.0
300010,legendary,26,311.0
300010,legendary,27,271.0
300010,legendary,28,316.0
300010,legendary,29,271.0
300010,legendary,30,274.0
300010,legendary,31,296.0
300010,legendary,32,281.0
300010,legendary,33,288.0
300010,legendary,34,312.0
300010,legendary,35,269.0
300010,legendary,36,303.0
300010,legendary,37,248.0
300010,legendary,38,268.0
300010,legendary,39,304.0
300010,legendary,40,272.0
300010,legendary,41,279.0
300010,legendary,42,291.0
300010,legendary,43,265.0
300010,legendary,44,229.0
300010,legendary,45,265.0
300010,legendary,46,296.0
300010,legendary,47,259.0
300010,legendary,48,279.0
300010,legendary,49,264.0
300010,legendary,50,238.0
300010,legendary,51,228.0
300010,legendary,52,224.0
300010,legendary,53,254.0
300010,legendary,54,245.0
300010,legendary,55,225.0
300010,legendary,56,206.0
300010,legendary,57,252.0
300010,legendary,58,224.0
300010,legendary,59,242.0
300010,legendary,60,206.0
300010,legendary,61,227.0
300010,legendary,62,226.0
300010,legendary,63,240.0
300010,legendary,64,208.0
300010,legendary,65,242.0
300010,legendary,66,221.0
300010,legendary,67,205.0
300010,legendary,68,212.0
300010,legendary,69,234.0
300010,legendary,70,199.0
300010,legendary,71,206.0
300010,legendary,72,221.0
300010,legendary,73,208.0
300010,legendary,74,205.0
300010,legendary,75,2079.0
300010,legendary,76,3728.0
300010,legendary,77,4802.0
300010,legendary,78,5173.0
300010,legendary,79,5002.0
300010,legendary,80,4016.0
300010,legendary,81,2969.0
300010,legendary,82,2049.0
300010,legendary,83,1177.0
300010,legendary,84,576.0
300010,legendary,85,239.0
300010,legendary,86,92.0
300010,legendary,87,27.0
300010,legendary,88,7.0
300010,legendary,89,1.0
300010,legendary,90,0.0
300010,legendary,91,1.0
300010,legendary,92,2.0
300010,legendary,93,2.0
300010,legendary,94,1.0
300010,legendary,95,2.0
300010,legendary,96,3.0
300010,legendary,97,1.0
300010,legendary,98,0.0
300010,legendary,99,2.0
300010,legendary,100,0.0
300010,legendary,101,0.0
300010,legendary,102,
300010,legendary,103,
300010,legendary,104,1.0
300010,legendary,105,1.0
300010,legendary,106,
300010,legendary,107,
300010,legendary,108,1.0
300010,legendary,109,
300010,legendary,110,
300010,legendary,111,1.0
300010,legendary,112,1.0
300010,legendary,113,
300010,legendary,114,1.0
300010,legendary,115,
300010,legendary,116,
300010,legendary,117,1.0
300010,legendary,118,
300010,legendary,119,1.0
300010,legendary,120,
300010,legendary,121,
300010,legendary,122,
300010,legendary,123,
300010,legendary,124,
300010,legendary,125,
300010,legendary,126,
300010,legendary,127,
300010,legendary,128,
300010,legendary,129,
300010,legendary,130,
300010,legendary,131,
300010,legendary,132,
300010,legendary,133,
300010,legendary,134,1.0
300010,legendary,135,
300010,legendary,136,
300010,legendary,137,
300010,legendary,138,
300010,legendary,139,
300010,legendary,140,
300010,legendary,141,2.0
300010,legendary,142,1.0
300010,legendary,143,
300010,legendary,144,
300010,legendary,145,
300010,legendary,146,
300010,legendary,147,
300010,legendary,148,
300010,legendary,149,
300010,legendary,150,
300010,legendary,151,
300010,legendary,152,1.0
300010,legendary,153,
300010,legendary,154,1.0
300010,rare,1,26076.0
300010,rare,2,22891.0
300010,rare,3,21710.0
300010,rare,4,20841.0
300010,rare,5,19307.0
300010,rare,6,18211.0
300010,rare,7,17069.0
300010,rare,8,16026.0
300010,rare,9,150032.0
300010,rare,10,113799.0
300011,legendary,1,0.0
300011,legendary,2,618.0
300011,legendary,3,588.0
300011,legendary,4,578.0
300011,legendary,5,665.0
300011,legendary,6,557.0
300011,legendary,7,569.0
300011,legendary,8,580.0
300011,legendary,9,636.0
300011,legendary,10,606.0
300011,legendary,11,572.0
300011,legendary,12,556.0
300011,legendary,13,585.0
300011,legendary,14,621.0
300011,legendary,15,587.0
300011,legendary,16,576.0
300011,legendary,17,517.0
300011,legendary,18,561.0
300011,legendary,19,551.0
300011,legendary,20,547.0
300011,legendary,21,546.0
300011,legendary,22,511.0
300011,legendary,23,532.0
300011,legendary,24,507.0
300011,legendary,25,511.0
300011,legendary,26,541.0
300011,legendary,27,494.0
300011,legendary,28,535.0
300011,legendary,29,494.0
300011,legendary,30,527.0
300011,legendary,31,470.0
300011,legendary,32,478.0
300011,legendary,33,457.0
300011,legendary,34,424.0
300011,legendary,35,463.0
300011,legendary,36,451.0
300011,legendary,37,482.0
300011,legendary,38,441.0
300011,legendary,39,509.0
300011,legendary,40,448.0
300011,legendary,41,445.0
300011,legendary,42,412.0
300011,legendary,43,444.0
300011,legendary,44,384.0
300011,legendary,45,401.0
300011,legendary,46,434.0
300011,legendary,47,370.0
300011,legendary,48,396.0
300011,legendary,49,397.0
300011,legendary,50,400.0
300011,legendary,51,431.0
300011,legendary,52,396.0
300011,legendary,53,392.0
300011,legendary,54,374.0
300011,legendary,55,368.0
300011,legendary,56,384.0
300011,legendary,57,387.0
300011,legendary,58,339.0
300011,legendary,59,333.0
300011,legendary,60,365.0
300011,legendary,61,302.0
300011,legendary,62,357.0
300011,legendary,63,344.0
300011,legendary,64,339.0
300011,legendary,65,299.0
300011,legendary,66,331.0
300011,legendary,67,318.0
300011,legendary,68,327.0
300011,legendary,69,278.0
300011,legendary,70,287.0
300011,legendary,71,285.0
300011,legendary,72,284.0
300011,legendary,73,305.0
300011,legendary,74,259.0
300011,legendary,75,2830.0
300011,legendary,76,5016.0
300011,legendary,77,6208.0
300011,legendary,78,6727.0
300011,legendary,79,6354.0
300011,legendary,80,5198.0
300011,legendary,81,3882.0
300011,legendary,82,2585.0
300011,legendary,83,1469.0
300011,legendary,84,743.0
300011,legendary,85,324.0
300011,legendary,86,122.0
300011,legendary,87,30.0
300011,legendary,88,11.0
300011,legendary,89,5.0
300011,legendary,90,2.0
300011,legendary,91,1.0
300011,legendary,92,2.0
300011,legendary,93,0.0
300011,legendary,94,2.0
300011,legendary,95,0.0
300011,legendary,96,0.0
300011,legendary,97,0.0
300011,legendary,98,0.0
300011,legendary,99,3.0
300011,legendary,100,0.0
300011,legendary,101,1.0
300011,legendary,102,
300011,legendary,103,1.0
300011,legendary,104,
300011,legendary,105,
300011,legendary,106,4.0
300011,legendary,107,1.0
300011,legendary,108,
300011,legendary,109,1.0
300011,legendary,110,
300011,legendary,111,
300011,legendary,112,
300011,legendary,113,
300011,legendary,114,
300011,legendary,115,
300011,legendary,116,1.0
300011,legendary,117,
300011,legendary,118,
300011,legendary,119,
300011,legendary,120,
300011,legendary,121,
300011,legendary,122,
300011,legendary,123,1.0
300011,legendary,124,
300011,legendary,125,
300011,legendary,126,
300011,legendary,127,
300011,legendary,128,
300011,legendary,129,1.0
300011,legendary,130,
300011,legendary,131,1.0
300011,legendary,132,
300011,legendary,133,
300011,legendary,134,1.0
300011,legendary,135,
300011,legendary,136,
300011,legendary,137,
300011,legendary,138,
300011,legendary,139,
300011,legendary,140,
300011,legendary,141,
300011,legendary,142,
300011,legendary,143,
300011,legendary,144,
300011,legendary,145,1.0
300011,legendary,146,
300011,legendary,147,
300011,legendary,148,
300011,legendary,149,
300011,legendary,150,
300011,legendary,151,
300011,legendary,152,
300011,legendary,153,
300011,legendary,154,
300011,legendary,155,
300011,legendary,156,1.0
300011,rare,1,39039.0
300011,rare,2,36143.0
300011,rare,3,34293.0
300011,rare,4,32290.0
300011,rare,5,30613.0
300011,rare,6,28913.0
300011,rare,7,27629.0
300011,rare,8,26005.0
300011,rare,9,262330.0
300011,rare,10,201915.0
300012,legendary,1,0.0
300012,legendary,2,1042.0
300012,legendary,3,1045.0
300012,legendary,4,982.0
300012,legendary,5,1042.0
300012,legendary,6,1041.0
300012,legendary,7,1038.0
300012,legendary,8,951.0
300012,legendary,9,967.0
300012,legendary,10,966.0
300012,legendary,11,999.0
300012,legendary,12,919.0
300012,legendary,13,965.0
300012,legendary,14,900.0
300012,legendary,15,913.0
300012,legendary,16,939.0
300012,legendary,17,921.0
300012,legendary,18,845.0
300012,legendary,19,930.0
300012,legendary,20,965.0
300012,legendary,21,862.0
300012,legendary,22,909.0
300012,legendary,23,875.0
300012,legendary,24,909.0
300012,legendary,25,861.0
300012,legendary,26,868.0
300012,legendary,27,917.0
300012,legendary,28,916.0
300012,legendary,29,855.0
300012,legendary,30,843.0
300012,legendary,31,827.0
300012,legendary,32,850.0
300012,legendary,33,872.0
300012,legendary,34,841.0
300012,legendary,35,830.0
300012,legendary,36,860.0
300012,legendary,37,813.0
300012,legendary,38,832.0
300012,legendary,39,794.0
300012,legendary,40,840.0
300012,legendary,41,818.0
300012,legendary,42,844.0
300012,legendary,43,779.0
300012,legendary,44,790.0
300012,legendary,45,838.0
300012,legendary,46,790.0
300012,legendary,47,762.0
300012,legendary,48,783.0
300012,legendary,49,759.0
300012,legendary,50,748.0
300012,legendary,51,736.0
300012,legendary,52,729.0
300012,legendary,53,754.0
300012,legendary,54,717.0
300012,legendary,55,696.0
300012,legendary,56,750.0
300012,legendary,57,759.0
300012,legendary,58,764.0
300012,legendary,59,720.0
300012,legendary,60,681.0
300012,legendary,61,658.0
300012,legendary,62,697.0
300012,legendary,63,657.0
300012,legendary,64,727.0
300012,legendary,65,749.0
300012,legendary,66,695.0
300012,legendary,67,682.0
300012,legendary,68,648.0
300012,legendary,69,648.0
300012,legendary,70,581.0
300012,legendary,71,625.0
300012,legendary,72,623.0
300012,legendary,73,615.0
300012,legendary,74,649.0
300012,legendary,75,6137.0
300012,legendary,76,10845.0
300012,legendary,77,14233.0
300012,legendary,78,15269.0
300012,legendary,79,14402.0
300012,legendary,80,12113.0
300012,legendary,81,8864.0
300012,legendary,82,5906.0
300012,legendary,83,3507.0
300012,legendary,84,1664.0
300012,legendary,85,774.0
300012,legendary,86,306.0
300012,legendary,87,81.0
300012,legendary,88,15.0
300012,legendary,89,7.0
300012,legendary,90,8.0
300012,legendary,91,3.0
300012,legendary,92,0.0
300012,legendary,93,0.0
300012,legendary,94,0.0
300012,legendary,95,0.0
300012,legendary,96,0.0
300012,legendary,97,0.0
300012,legendary,98,0.0
300012,legendary,99,0.0
300012,legendary,100,0.0
300012,legendary,101,0.0
300012,rare,1,66800.0
300012,rare,2,62712.0
300012,rare,3,59501.0
300012,rare,4,56005.0
300012,rare,5,53668.0
300012,rare,6,51026.0
300012,rare,7,47951.0
300012,rare,8,45658.0
300012,rare,9,473462.0
300012,rare,10,364824.0
300013,legendary,1,0.0
300013,legendary,2,1141.0
300013,legendary,3,1136.0
300013,legendary,4,1089.0
300013,legendary,5,1124.0
300013,legendary,6,1094.0
300013,legendary,7,1031.0
300013,legendary,8,1022.0
300013,legendary,9,1047.0
300013,legendary,10,1100.0
300013,legendary,11,1067.0
300013,legendary,12,1041.0
300013,legendary,13,1002.0
300013,legendary,14,992.0
300013,legendary,15,1002.0
300013,legendary,16,993.0
300013,legendary,17,968.0
300013,legendary,18,929.0
300013,legendary,19,980.0
300013,legendary,20,930.0
300013,legendary,21,955.0
300013,legendary,22,987.0
300013,legendary,23,854.0
300013,legendary,24,955.0
300013,legendary,25,937.0
300013,legendary,26,1010.0
300013,legendary,27,934.0
300013,legendary,28,884.0
300013,legendary,29,890.0
300013,legendary,30,863.0
300013,legendary,31,899.0
300013,legendary,32,893.0
300013,legendary,33,886.0
300013,legendary,34,930.0
300013,legendary,35,846.0
300013,legendary,36,813.0
300013,legendary,37,889.0
300013,legendary,38,827.0
300013,legendary,39,829.0
300013,legendary,40,894.0
300013,legendary,41,803.0
300013,legendary,42,798.0
300013,legendary,43,865.0
300013,legendary,44,799.0
300013,legendary,45,774.0
300013,legendary,46,912.0
300013,legendary,47,812.0
300013,legendary,48,883.0
300013,legendary,49,798.0
300013,legendary,50,794.0
300013,legendary,51,772.0
300013,legendary,52,769.0
300013,legendary,53,848.0
300013,legendary,54,725.0
300013,legendary,55,720.0
300013,legendary,56,790.0
300013,legendary,57,737.0
300013,legendary,58,743.0
300013,legendary,59,733.0
300013,legendary,60,742.0
300013,legendary,61,726.0
300013,legendary,62,671.0
300013,legendary,63,716.0
300013,legendary,64,675.0
300013,legendary,65,669.0
300013,legendary,66,706.0
300013,legendary,67,695.0
300013,legendary,68,707.0
300013,legendary,69,711.0
300013,legendary,70,663.0
300013,legendary,71,674.0
300013,legendary,72,627.0
300013,legendary,73,647.0
300013,legendary,74,662.0
300013,legendary,75,6445.0
300013,legendary,76,11225.0
300013,legendary,77,14908.0
300013,legendary,78,15798.0
300013,legendary,79,15048.0
300013,legendary,80,12384.0
300013,legendary,81,9324.0
300013,legendary,82,6301.0
300013,legendary,83,3542.0
300013,legendary,84,1784.0
300013,legendary,85,793.0
300013,legendary,86,283.0
300013,legendary,87,95.0
300013,legendary,88,39.0
300013,legendary,89,10.0
300013,legendary,90,6.0
300013,legendary,91,6.0
300013,legendary,92,0.0
300013,legendary,93,0.0
300013,legendary,94,0.0
300013,legendary,95,0.0
300013,legendary,96,0.0
300013,legendary,97,0.0
300013,legendary,98,0.0
300013,legendary,99,0.0
300013,legendary,100,0.0
300013,legendary,101,0.0
300013,rare,1,68666.0
300013,rare,2,65022.0
300013,rare,3,61981.0
300013,rare,4,58147.0
300013,rare,5,55082.0
300013,rare,6,51852.0
300013,rare,7,49390.0
300013,rare,8,46426.0
300013,rare,9,483472.0
300013,rare,10,373681.0
300014,legendary,1,0.0
300014,legendary,2,1165.0
300014,legendary,3,1182.0
300014,legendary,4,1198.0
300014,legendary,5,1052.0
300014,legendary,6,1162.0
300014,legendary,7,1134.0
300014,legendary,8,1150.0
300014,legendary,9,1113.0
300014,legendary,10,1129.0
300014,legendary,11,1109.0
300014,legendary,12,1087.0
300014,legendary,13,1073.0
300014,legendary,14,1102.0
300014,legendary,15,1105.0
300014,legendary,16,1020.0
300014,legendary,17,1077.0
300014,legendary,18,1016.0
300014,legendary,19,1039.0
300014,legendary,20,960.0
300014,legendary,21,1023.0
300014,legendary,22,1030.0
300014,legendary,23,1056.0
300014,legendary,24,981.0
300014,legendary,25,1037.0
300014,legendary,26,1015.0
300014,legendary,27,1021.0
300014,legendary,28,1023.0
300014,legendary,29,949.0
300014,legendary,30,1000.0
300014,legendary,31,868.0
300014,legendary,32,937.0
300014,legendary,33,988.0
300014,legendary,34,928.0
300014,legendary,35,959.0
300014,legendary,36,899.0
300014,legendary,37,917.0
300014,legendary,38,957.0
300014,legendary,39,926.0
300014,legendary,40,909.0
300014,legendary,41,865.0
300014,legendary,42,868.0
300014,legendary,43,816.0
300014,legendary,44,923.0
300014,legendary,45,885.0
300014,legendary,46,889.0
300014,legendary,47,849.0
300014,legendary,48,817.0
300014,legendary,49,844.0
300014,legendary,50,873.0
300014,legendary,51,850.0
300014,legendary,52,798.0
300014,legendary,53,799.0
300014,legendary,54,762.0
300014,legendary,55,763.0
300014,legendary,56,773.0
300014,legendary,57,737.0
300014,legendary,58,761.0
300014,legendary,59,845.0
300014,legendary,60,778.0
300014,legendary,61,740.0
300014,legendary,62,727.0
300014,legendary,63,740.0
300014,legendary,64,685.0
300014,legendary,65,729.0
300014,legendary,66,694.0
300014,legendary,67,659.0
300014,legendary,68,717.0
300014,legendary,69,680.0
300014,legendary,70,696.0
300014,legendary,71,675.0
300014,legendary,72,656.0
300014,legendary,73,673.0
300014,legendary,74,661.0
300014,legendary,75,6132.0
300014,legendary,76,10986.0
300014,legendary,77,13768.0
300014,legendary,78,14797.0
300014,legendary,79,13955.0
300014,legendary,80,11529.0
300014,legendary,81,8456.0
300014,legendary,82,5662.0
300014,legendary,83,3246.0
300014,legendary,84,1615.0
300014,legendary,85,712.0
300014,legendary,86,269.0
300014,legendary,87,69.0
300014,legendary,88,31.0
300014,legendary,89,9.0
300014,legendary,90,7.0
300014,legendary,91,8.0
300014,legendary,92,0.0
300014,legendary,93,0.0
300014,legendary,94,0.0
300014,legendary,95,0.0
300014,legendary,96,0.0
300014,legendary,97,0.0
300014,legendary,98,0.0
300014,legendary,99,0.0
300014,legendary,100,0.0
300014,legendary,101,0.0
300014,rare,1,71933.0
300014,rare,2,68486.0
300014,rare,3,64739.0
300014,rare,4,61660.0
300014,rare,5,58240.0
300014,rare,6,55271.0
300014,rare,7,52393.0
300014,rare,8,49731.0
300014,rare,9,510903.0
300014,rare,10,394593.0
300015,legendary,1,0.0
300015,legendary,2,2286.0
300015,legendary,3,2497.0
300015,legendary,4,2420.0
300015,legendary,5,2443.0
300015,legendary,6,2448.0
300015,legendary,7,2339.0
300015,legendary,8,2343.0
300015,legendary,9,2330.0
300015,legendary,10,2291.0
300015,legendary,11,2292.0
300015,legendary,12,2240.0
300015,legendary,13,2218.0
300015,legendary,14,2141.0
300015,legendary,15,2201.0
300015,legendary,16,2159.0
300015,legendary,17,2214.0
300015,legendary,18,2105.0
300015,legendary,19,2093.0
300015,legendary,20,1956.0
300015,legendary,21,2136.0
300015,legendary,22,2157.0
300015,legendary,23,1968.0
300015,legendary,24,2017.0
300015,legendary,25,2042.0
300015,legendary,26,1985.0
300015,legendary,27,2023.0
300015,legendary,28,1995.0
300015,legendary,29,1948.0
300015,legendary,30,1858.0
300015,legendary,31,1934.0
300015,legendary,32,1925.0
300015,legendary,33,1946.0
300015,legendary,34,1927.0
300015,legendary,35,1807.0
300015,legendary,36,1841.0
300015,legendary,37,1834.0
300015,legendary,38,1901.0
300015,legendary,39,1783.0
300015,legendary,40,1875.0
300015,legendary,41,1749.0
300015,legendary,42,1782.0
300015,legendary,43,1783.0
300015,legendary,44,1728.0
300015,legendary,45,1748.0
300015,legendary,46,1688.0
300015,legendary,47,1789.0
300015,legendary,48,1726.0
300015,legendary,49,1617.0
300015,legendary,50,1697.0
300015,legendary,51,1719.0
300015,legendary,52,1637.0
300015,legendary,53,1537.0
300015,legendary,54,1639.0
300015,legendary,55,1592.0
300015,legendary,56,1629.0
300015,legendary,57,1586.0
300015,legendary,58,1591.0
300015,legendary,59,1593.0
300015,legendary,60,1562.0
300015,legendary,61,1604.0
300015,legendary,62,1537.0
300015,legendary,63,1567.0
300015,legendary,64,1456.0
300015,legendary,65,1479.0
300015,legendary,66,1523.0
300015,legendary,67,1479.0
300015,legendary,68,1546.0
300015,legendary,69,1440.0
300015,legendary,70,1461.0
300015,legendary,71,1491.0
300015,legendary,72,1448.0
300015,legendary,73,1447.0
300015,legendary,74,1367.0
300015,legendary,75,13866.0
300015,legendary,76,24814.0
300015,legendary,77,31695.0
300015,legendary,78,34173.0
300015,legendary,79,31787.0
300015,legendary,80,26891.0
300015,legendary,81,19566.0
300015,legendary,82,12934.0
300015,legendary,83,7456.0
300015,legendary,84,3880.0
300015,legendary,85,1705.0
300015,legendary,86,581.0
300015,legendary,87,223.0
300015,legendary,88,77.0
300015,legendary,89,38.0
300015,legendary,90,27.0
300015,legendary,91,14.0
300015,legendary,92,0.0
300015,legendary,93,0.0
300015,legendary,94,0.0
300015,legendary,95,0.0
300015,legendary,96,0.0
300015,legendary,97,0.0
300015,legendary,98,0.0
300015,legendary,99,0.0
300015,legendary,100,0.0
300015,legendary,101,0.0
300015,rare,1,148326.0
300015,rare,2,140906.0
300015,rare,3,134149.0
300015,rare,4,126576.0
300015,rare,5,120214.0
300015,rare,6,114214.0
300015,rare,7,108382.0
300015,rare,8,103275.0
300015,rare,9,1061737.0
300015,rare,10,821965.0
300016,legendary,1,0.0
300016,legendary,2,2907.0
300016,legendary,3,2685.0
300016,legendary,4,2681.0
300016,legendary,5,2681.0
300016,legendary,6,2662.0
300016,legendary,7,2656.0
300016,legendary,8,2645.0
